Sex,Rings,Length,Diameter,Height,Weight
I,8,0.395,0.32,0.1,0.3075
I,7,0.4,0.305,0.1,0.3415
I,7,0.405,0.305,0.1,0.271
I,8,0.405,0.31,0.11,0.91
I,7,0.405,0.305,0.1,0.268
I,6,0.405,0.3,0.09,0.2885
I,8,0.41,0.315,0.1,0.3
I,8,0.41,0.325,0.11,0.326
I,7,0.415,0.335,0.1,0.358
I,8,0.42,0.325,0.115,0.314
I,8,0.42,0.315,0.11,0.4025
I,7,0.43,0.34,0.11,0.3645
I,9,0.445,0.36,0.11,0.4235
M,8,0.45,0.325,0.115,0.4305
I,7,0.45,0.335,0.095,0.3505
I,8,0.455,0.34,0.115,0.486
I,8,0.46,0.35,0.1,0.471
I,8,0.46,0.345,0.105,0.415
I,7,0.475,0.355,0.115,0.5195
M,11,0.48,0.375,0.12,0.5895
I,8,0.485,0.38,0.125,0.5215
I,8,0.485,0.365,0.14,0.4475
I,10,0.49,0.365,0.125,0.5585
I,9,0.505,0.385,0.125,0.596
I,9,0.505,0.38,0.135,0.5385
I,8,0.51,0.385,0.145,0.7665
F,9,0.515,0.395,0.135,0.516
M,7,0.515,0.41,0.14,0.7355
I,8,0.515,0.39,0.11,0.531
I,8,0.525,0.385,0.13,0.607
F,10,0.525,0.415,0.15,0.7055
I,8,0.525,0.4,0.13,0.6445
I,9,0.525,0.375,0.12,0.6315
M,10,0.535,0.43,0.155,0.7845
F,8,0.545,0.44,0.15,0.9475
I,10,0.55,0.43,0.145,0.712
I,10,0.55,0.425,0.145,0.89
I,9,0.55,0.42,0.155,0.912
I,10,0.55,0.425,0.135,0.656
I,9,0.55,0.465,0.15,0.936
I,11,0.555,0.435,0.145,0.6975
F,8,0.555,0.445,0.175,1.1465
I,10,0.56,0.44,0.14,0.825
I,11,0.56,0.435,0.135,0.72
I,11,0.565,0.43,0.15,0.8215
F,10,0.57,0.445,0.155,1.017
F,9,0.575,0.435,0.155,0.8975
M,10,0.58,0.44,0.175,1.2255
F,11,0.58,0.465,0.145,0.9865
F,9,0.58,0.425,0.15,0.844
I,10,0.585,0.46,0.145,0.8465
M,10,0.585,0.465,0.165,0.885
I,9,0.585,0.42,0.145,0.6735
F,8,0.585,0.455,0.13,0.8755
M,9,0.59,0.47,0.145,0.9235
M,10,0.59,0.475,0.14,0.977
M,10,0.595,0.475,0.14,1.0305
M,8,0.6,0.48,0.09,1.05
M,11,0.6,0.495,0.185,1.1145
M,9,0.6,0.45,0.145,0.877
M,9,0.6,0.51,0.185,1.285
M,10,0.61,0.48,0.185,1.3065
F,11,0.61,0.45,0.13,0.8725
F,10,0.615,0.46,0.15,1.0265
F,9,0.62,0.465,0.14,1.1605
F,10,0.62,0.48,0.165,1.0125
M,10,0.625,0.5,0.14,1.096
M,10,0.625,0.49,0.165,1.205
M,12,0.63,0.505,0.175,1.221
F,10,0.63,0.475,0.155,1.0005
M,12,0.63,0.47,0.15,1.1355
M,10,0.63,0.525,0.195,1.3135
M,11,0.64,0.505,0.155,1.1955
M,10,0.64,0.485,0.15,1.098
M,10,0.64,0.495,0.17,1.139
F,11,0.64,0.495,0.17,1.2265
M,10,0.64,0.515,0.08,1.042
M,9,0.65,0.52,0.155,1.368
M,12,0.65,0.51,0.175,1.446
F,9,0.66,0.505,0.19,1.4045
F,11,0.66,0.525,0.2,1.463
F,9,0.675,0.525,0.17,1.711
M,13,0.7,0.54,0.205,1.74
F,9,0.705,0.54,0.205,1.757
M,11,0.71,0.565,0.2,1.601
M,10,0.72,0.55,0.205,2.165
M,9,0.725,0.57,0.19,2.3305
I,5,0.24,0.17,0.05,0.0545
I,4,0.255,0.195,0.055,0.0725
I,4,0.275,0.2,0.055,0.0925
I,7,0.32,0.235,0.09,0.183
I,6,0.325,0.24,0.075,0.1525
I,7,0.33,0.225,0.075,0.187
I,8,0.36,0.27,0.09,0.232
I,5,0.375,0.265,0.095,0.196
I,6,0.375,0.285,0.09,0.2545
I,7,0.39,0.29,0.09,0.2625
I,7,0.45,0.335,0.105,0.362
I,7,0.455,0.35,0.105,0.4445
I,7,0.46,0.365,0.115,0.511
I,8,0.495,0.375,0.12,0.589
M,9,0.5,0.365,0.13,0.5945
I,8,0.5,0.375,0.12,0.529
M,9,0.52,0.4,0.105,0.872
I,7,0.52,0.395,0.145,0.77
F,9,0.525,0.43,0.135,0.8435
M,7,0.535,0.405,0.14,0.818
F,9,0.54,0.42,0.14,0.8035
F,9,0.54,0.415,0.15,0.8115
F,8,0.57,0.425,0.13,0.782
M,8,0.57,0.42,0.14,0.8745
M,9,0.58,0.445,0.16,0.984
F,8,0.58,0.445,0.135,0.95
M,9,0.59,0.47,0.155,1.1735
F,10,0.59,0.455,0.15,0.976
M,9,0.59,0.485,0.155,1.0785
M,9,0.595,0.435,0.16,1.057
M,9,0.6,0.475,0.175,1.11
M,10,0.6,0.45,0.16,1.142
M,10,0.605,0.475,0.19,1.1255
F,10,0.62,0.48,0.17,1.1045
M,10,0.625,0.475,0.175,1.3405
M,8,0.625,0.5,0.13,1.082
F,9,0.625,0.485,0.16,1.254
M,10,0.63,0.49,0.165,1.2005
M,10,0.63,0.485,0.16,1.243
F,12,0.635,0.51,0.185,1.286
F,9,0.645,0.49,0.16,1.1665
F,8,0.645,0.49,0.16,1.144
F,11,0.65,0.525,0.19,1.385
F,11,0.655,0.515,0.155,1.309
F,11,0.655,0.515,0.17,1.527
M,11,0.665,0.515,0.19,1.6385
M,11,0.695,0.54,0.195,1.691
F,11,0.72,0.565,0.18,1.719
F,10,0.72,0.55,0.18,1.52
F,12,0.72,0.565,0.17,1.613
M,10,0.735,0.57,0.21,2.2355
M,11,0.74,0.595,0.19,2.3235
I,6,0.31,0.23,0.07,0.1245
I,4,0.315,0.235,0.075,0.1285
I,5,0.32,0.205,0.08,0.181
I,6,0.325,0.25,0.075,0.1585
I,7,0.335,0.26,0.09,0.1965
I,5,0.37,0.28,0.085,0.198
I,7,0.37,0.27,0.09,0.1855
I,7,0.375,0.28,0.085,0.2145
I,8,0.4,0.315,0.09,0.3245
I,6,0.41,0.305,0.095,0.2625
I,8,0.425,0.34,0.1,0.371
I,7,0.435,0.335,0.095,0.298
I,7,0.445,0.31,0.09,0.336
I,9,0.46,0.36,0.14,0.447
F,8,0.465,0.35,0.11,0.4085
I,8,0.47,0.385,0.13,0.587
I,8,0.475,0.375,0.11,0.494
I,8,0.495,0.375,0.12,0.614
I,9,0.5,0.39,0.13,0.5075
I,8,0.5,0.37,0.12,0.5445
I,9,0.505,0.425,0.125,0.6115
I,8,0.505,0.4,0.125,0.5605
M,8,0.505,0.365,0.115,0.521
I,9,0.51,0.4,0.145,0.5775
I,8,0.51,0.4,0.125,0.5935
I,8,0.52,0.4,0.11,0.597
M,8,0.52,0.465,0.15,0.9505
I,8,0.53,0.38,0.125,0.616
M,10,0.53,0.405,0.15,0.8315
F,8,0.535,0.445,0.125,0.8725
I,11,0.54,0.425,0.13,0.8155
I,10,0.54,0.415,0.11,0.619
I,8,0.545,0.43,0.13,0.7595
I,10,0.545,0.43,0.15,0.742
I,8,0.55,0.435,0.165,0.804
I,8,0.55,0.425,0.13,0.664
F,9,0.55,0.435,0.14,0.745
I,8,0.56,0.43,0.13,0.728
I,9,0.56,0.435,0.13,0.777
F,8,0.575,0.425,0.15,0.8765
I,9,0.575,0.455,0.16,0.9895
M,8,0.575,0.45,0.165,0.9655
M,8,0.58,0.465,0.15,0.9065
M,10,0.58,0.46,0.15,1.049
F,9,0.58,0.45,0.17,0.9705
F,9,0.58,0.45,0.15,0.92
M,11,0.58,0.445,0.15,0.9525
F,11,0.58,0.44,0.125,0.7855
I,9,0.585,0.45,0.135,0.855
M,9,0.59,0.5,0.15,1.142
I,9,0.59,0.46,0.125,0.755
I,10,0.59,0.475,0.145,0.9745
M,10,0.595,0.47,0.155,1.2015
M,10,0.595,0.46,0.17,1.1295
I,9,0.6,0.445,0.135,0.9205
F,10,0.6,0.48,0.17,1.056
M,10,0.6,0.45,0.195,1.34
F,9,0.6,0.45,0.15,0.9625
M,11,0.6,0.465,0.165,1.0475
F,13,0.605,0.495,0.17,1.0915
M,9,0.605,0.49,0.18,1.167
I,10,0.605,0.48,0.155,0.9995
I,11,0.61,0.425,0.155,1.0485
F,12,0.61,0.47,0.195,1.2735
M,11,0.61,0.48,0.14,1.0625
I,11,0.61,0.49,0.16,1.1545
F,11,0.615,0.475,0.175,1.194
F,9,0.615,0.515,0.135,1.1215
M,10,0.615,0.455,0.15,0.9335
F,10,0.615,0.495,0.165,1.198
F,9,0.62,0.475,0.15,0.9545
M,10,0.62,0.475,0.195,1.3585
M,11,0.625,0.495,0.175,1.2075
M,10,0.625,0.515,0.165,1.217
F,11,0.625,0.5,0.16,1.217
F,10,0.625,0.49,0.145,0.92
M,10,0.625,0.49,0.12,0.8765
F,10,0.63,0.48,0.165,1.2615
M,9,0.63,0.53,0.18,1.2795
F,10,0.63,0.485,0.185,1.167
M,7,0.63,0.51,0.17,1.1885
F,11,0.635,0.485,0.19,1.3765
M,11,0.635,0.52,0.175,1.292
M,10,0.635,0.485,0.18,1.1795
F,8,0.635,0.5,0.19,1.29
M,11,0.635,0.515,0.16,1.2075
M,11,0.64,0.505,0.18,1.297
M,11,0.64,0.575,0.175,1.4585
F,12,0.645,0.485,0.15,1.151
F,11,0.645,0.52,0.17,1.197
M,12,0.645,0.495,0.19,1.539
M,15,0.65,0.52,0.195,1.676
F,12,0.65,0.565,0.2,1.6645
F,11,0.655,0.5,0.205,1.528
F,12,0.655,0.515,0.2,1.494
F,13,0.66,0.525,0.16,1.277
F,10,0.66,0.525,0.18,1.5965
F,10,0.665,0.51,0.175,1.3805
I,9,0.67,0.485,0.175,1.2565
F,12,0.67,0.525,0.19,1.527
M,9,0.67,0.525,0.17,1.4005
M,9,0.67,0.525,0.195,1.4405
M,10,0.67,0.54,0.175,1.482
M,11,0.68,0.515,0.16,1.2345
F,12,0.68,0.505,0.17,1.3435
M,10,0.685,0.505,0.19,1.533
M,13,0.69,0.515,0.18,1.8445
M,11,0.715,0.55,0.175,1.825
M,13,0.72,0.58,0.19,2.0885
M,12,0.735,0.59,0.205,2.087
M,12,0.745,0.575,0.2,1.884
I,6,0.32,0.215,0.095,0.305
I,8,0.43,0.345,0.115,0.4295
I,6,0.43,0.33,0.1,0.449
M,8,0.485,0.365,0.155,1.029
M,8,0.49,0.355,0.155,0.981
I,7,0.5,0.37,0.115,0.5745
F,8,0.505,0.38,0.13,0.693
F,9,0.51,0.37,0.21,1.183
F,8,0.525,0.41,0.135,0.7905
F,10,0.535,0.4,0.15,1.224
I,8,0.535,0.4,0.135,0.775
M,13,0.535,0.405,0.175,1.2705
M,10,0.555,0.405,0.19,1.406
M,9,0.555,0.425,0.15,0.873
M,9,0.56,0.425,0.135,0.9415
F,9,0.59,0.44,0.14,1.007
M,8,0.595,0.485,0.15,1.0835
I,8,0.595,0.43,0.165,0.9845
F,11,0.595,0.43,0.21,1.5245
M,9,0.61,0.475,0.175,1.024
M,9,0.61,0.485,0.17,1.281
F,10,0.62,0.5,0.17,1.148
F,9,0.625,0.49,0.11,1.136
F,9,0.635,0.51,0.17,1.2235
F,11,0.635,0.525,0.18,1.3695
M,9,0.64,0.485,0.16,1.006
M,11,0.64,0.495,0.165,1.307
M,10,0.645,0.505,0.185,1.463
F,10,0.655,0.505,0.175,1.2905
F,11,0.67,0.515,0.17,1.4265
M,13,0.68,0.54,0.21,1.7885
M,11,0.7,0.545,0.185,1.6135
M,14,0.73,0.585,0.225,2.2305
F,12,0.75,0.615,0.205,2.2635
I,4,0.255,0.185,0.065,0.074
I,6,0.375,0.26,0.08,0.2075
I,8,0.375,0.285,0.09,0.237
I,7,0.39,0.3,0.1,0.2665
I,8,0.39,0.28,0.09,0.215
I,6,0.395,0.3,0.09,0.253
I,6,0.42,0.32,0.11,0.309
I,7,0.435,0.335,0.105,0.3535
I,8,0.435,0.325,0.105,0.335
I,9,0.44,0.32,0.105,0.3875
I,8,0.45,0.33,0.115,0.365
I,8,0.45,0.34,0.125,0.4045
I,9,0.455,0.355,0.105,0.372
I,8,0.46,0.37,0.11,0.3965
I,8,0.47,0.375,0.125,0.5225
I,9,0.475,0.375,0.11,0.456
I,7,0.495,0.33,0.1,0.44
I,8,0.495,0.375,0.115,0.507
I,8,0.5,0.38,0.135,0.5285
I,7,0.515,0.385,0.125,0.572
I,11,0.52,0.41,0.14,0.6625
I,11,0.52,0.395,0.115,0.6445
I,8,0.525,0.4,0.11,0.6275
I,9,0.535,0.42,0.145,0.6885
M,8,0.535,0.41,0.12,0.6835
M,10,0.54,0.42,0.19,0.6855
I,10,0.55,0.405,0.15,0.6755
I,11,0.55,0.445,0.145,0.783
M,9,0.56,0.45,0.145,0.894
I,9,0.565,0.44,0.135,0.768
M,10,0.57,0.45,0.145,0.95
F,10,0.57,0.47,0.14,0.871
M,9,0.575,0.47,0.15,0.9785
I,8,0.575,0.43,0.13,0.7425
M,10,0.575,0.445,0.14,0.737
I,9,0.575,0.445,0.16,0.9175
F,10,0.58,0.435,0.155,0.8785
M,11,0.585,0.45,0.175,1.1275
M,9,0.59,0.435,0.165,0.9765
I,8,0.59,0.47,0.145,0.974
M,9,0.59,0.405,0.15,0.853
M,12,0.595,0.47,0.175,0.991
M,9,0.595,0.48,0.14,0.9125
F,9,0.595,0.46,0.16,0.921
F,11,0.6,0.45,0.14,0.869
M,12,0.6,0.45,0.15,0.8665
F,11,0.61,0.495,0.16,1.089
M,11,0.615,0.485,0.215,0.9615
M,13,0.615,0.49,0.17,1.145
I,11,0.62,0.475,0.16,0.907
F,11,0.625,0.515,0.155,1.1635
M,11,0.63,0.515,0.175,1.1955
M,10,0.63,0.495,0.18,1.31
F,11,0.635,0.505,0.165,1.251
F,9,0.635,0.49,0.155,1.145
M,9,0.635,0.5,0.18,1.154
F,11,0.64,0.485,0.145,1.1335
F,9,0.64,0.5,0.15,1.2015
M,11,0.65,0.505,0.17,1.5595
M,12,0.65,0.51,0.175,1.3165
M,11,0.655,0.54,0.165,1.403
F,9,0.655,0.49,0.16,1.204
F,11,0.655,0.455,0.17,1.2895
F,10,0.66,0.53,0.18,1.5175
M,10,0.665,0.525,0.155,1.3575
M,11,0.675,0.52,0.145,1.3645
F,11,0.68,0.52,0.185,1.494
F,11,0.68,0.56,0.195,1.664
M,10,0.685,0.51,0.165,1.545
F,11,0.695,0.535,0.2,1.5855
F,11,0.7,0.555,0.22,1.666
M,13,0.71,0.56,0.175,1.724
F,14,0.73,0.55,0.205,1.908
F,11,0.755,0.575,0.2,2.073
I,4,0.225,0.17,0.05,0.0515
I,5,0.23,0.17,0.05,0.057
I,6,0.255,0.185,0.06,0.0925
I,7,0.355,0.27,0.075,0.204
I,7,0.425,0.31,0.095,0.3075
I,8,0.425,0.32,0.085,0.262
M,8,0.455,0.35,0.11,0.458
M,10,0.46,0.355,0.14,0.491
M,10,0.495,0.38,0.12,0.474
M,11,0.51,0.395,0.125,0.5805
F,11,0.52,0.43,0.15,0.728
M,9,0.525,0.4,0.13,0.622
M,9,0.53,0.415,0.12,0.706
F,9,0.53,0.395,0.115,0.5685
M,11,0.545,0.435,0.145,0.9385
F,8,0.55,0.43,0.15,0.655
M,9,0.575,0.48,0.15,0.9465
M,10,0.58,0.43,0.125,0.9115
M,11,0.595,0.455,0.145,0.942
M,8,0.6,0.465,0.18,1.193
M,11,0.645,0.5,0.18,1.461
M,10,0.66,0.525,0.2,1.489
I,5,0.29,0.215,0.06,0.1115
I,5,0.3,0.22,0.065,0.1235
I,5,0.37,0.275,0.1,0.2815
I,7,0.375,0.285,0.08,0.226
I,7,0.38,0.29,0.085,0.2285
I,8,0.395,0.3,0.12,0.2995
I,8,0.41,0.325,0.105,0.361
I,7,0.415,0.32,0.115,0.3045
I,7,0.425,0.325,0.105,0.3975
I,7,0.44,0.34,0.1,0.379
I,6,0.44,0.34,0.12,0.4995
M,10,0.465,0.405,0.135,0.7775
F,8,0.47,0.36,0.1,0.4705
M,8,0.51,0.415,0.145,0.751
F,10,0.525,0.4,0.135,0.714
F,9,0.525,0.4,0.13,0.6995
F,7,0.55,0.425,0.14,0.952
M,8,0.56,0.42,0.15,0.8755
M,9,0.575,0.45,0.135,0.9215
F,10,0.575,0.45,0.135,0.8285
M,10,0.585,0.46,0.15,1.206
M,11,0.615,0.495,0.155,1.2865
F,9,0.62,0.485,0.155,1.1945
F,10,0.63,0.495,0.19,1.1655
F,10,0.63,0.49,0.17,1.2155
M,11,0.67,0.515,0.165,1.1735
M,11,0.675,0.505,0.16,1.532
F,10,0.685,0.53,0.17,1.5105
F,9,0.485,0.39,0.1,0.5565
M,8,0.46,0.36,0.125,0.547
M,9,0.46,0.35,0.125,0.5165
M,11,0.535,0.42,0.125,0.764
M,10,0.465,0.36,0.105,0.488
M,10,0.51,0.4,0.14,0.6905
I,11,0.335,0.26,0.09,0.1835
M,20,0.55,0.425,0.16,0.97
I,5,0.18,0.135,0.08,0.033
I,5,0.215,0.165,0.055,0.059
I,4,0.2,0.15,0.04,0.046
F,9,0.625,0.48,0.2,1.3235
M,13,0.55,0.42,0.17,0.8465
M,14,0.585,0.45,0.15,1.047
F,13,0.645,0.5,0.18,1.2785
F,12,0.71,0.53,0.195,1.8745
F,24,0.7,0.54,0.215,1.978
F,10,0.655,0.505,0.165,1.367
F,21,0.665,0.5,0.175,1.742
F,11,0.47,0.375,0.105,0.513
M,9,0.425,0.335,0.1,0.4085
M,7,0.54,0.41,0.13,0.56
M,9,0.505,0.395,0.125,0.635
M,10,0.535,0.44,0.165,0.875
F,9,0.43,0.35,0.09,0.397
M,9,0.55,0.435,0.11,0.806
F,6,0.34,0.255,0.085,0.204
I,7,0.275,0.2,0.065,0.1165
F,6,0.335,0.22,0.07,0.17
M,15,0.64,0.49,0.14,1.194
F,9,0.55,0.44,0.125,0.765
F,13,0.64,0.475,0.19,1.151
F,9,0.545,0.41,0.115,0.6765
F,18,0.64,0.54,0.175,1.571
M,15,0.605,0.49,0.155,1.153
M,15,0.605,0.47,0.115,1.114
M,10,0.56,0.45,0.155,0.9125
F,14,0.57,0.465,0.155,0.872
M,13,0.525,0.405,0.16,0.792
F,11,0.505,0.405,0.18,0.606
M,6,0.35,0.265,0.09,0.2265
M,9,0.45,0.355,0.12,0.3955
I,11,0.51,0.405,0.12,0.61
F,12,0.49,0.38,0.13,0.539
F,15,0.505,0.41,0.135,0.657
M,8,0.38,0.3,0.1,0.2505
I,8,0.27,0.195,0.07,0.102
F,7,0.37,0.295,0.1,0.2685
M,11,0.5,0.385,0.135,0.551
M,10,0.645,0.505,0.165,1.307
M,11,0.565,0.44,0.115,0.9185
F,13,0.67,0.545,0.175,1.707
F,11,0.59,0.415,0.15,0.8805
F,6,0.47,0.36,0.11,0.4965
F,8,0.51,0.385,0.135,0.632
M,16,0.72,0.575,0.23,2.2695
M,7,0.55,0.405,0.15,0.9235
I,5,0.2,0.145,0.025,0.0345
M,13,0.65,0.515,0.18,1.3315
F,14,0.525,0.405,0.115,0.72
M,20,0.565,0.435,0.185,1.032
F,12,0.61,0.47,0.16,1.017
F,18,0.545,0.405,0.175,0.98
I,5,0.325,0.245,0.075,0.1495
I,7,0.31,0.235,0.075,0.1515
M,11,0.45,0.335,0.14,0.478
F,9,0.49,0.38,0.155,0.578
F,10,0.505,0.405,0.16,0.6835
F,6,0.385,0.3,0.1,0.2725
F,17,0.62,0.485,0.22,1.511
F,17,0.635,0.505,0.185,1.3035
F,15,0.665,0.53,0.185,1.3955
M,9,0.335,0.265,0.095,0.1975
I,8,0.295,0.215,0.075,0.116
I,15,0.48,0.38,0.125,0.523
I,9,0.32,0.25,0.08,0.1565
I,14,0.43,0.34,0.125,0.384
M,12,0.565,0.45,0.14,1.0055
F,10,0.6,0.48,0.165,1.1345
F,14,0.585,0.46,0.17,1.0835
F,13,0.555,0.42,0.14,0.868
F,14,0.57,0.495,0.16,1.0915
F,11,0.62,0.485,0.175,1.271
M,16,0.63,0.51,0.19,1.4985
M,10,0.425,0.34,0.12,0.388
F,14,0.64,0.505,0.19,1.2355
M,16,0.675,0.525,0.175,1.402
M,11,0.5,0.4,0.145,0.6025
M,9,0.385,0.305,0.09,0.2775
M,18,0.52,0.435,0.195,0.973
M,8,0.52,0.415,0.175,0.753
M,16,0.64,0.525,0.2,1.3765
I,9,0.44,0.35,0.12,0.375
F,10,0.42,0.32,0.13,0.4135
F,13,0.45,0.35,0.135,0.56
I,9,0.42,0.325,0.125,0.3915
F,12,0.64,0.505,0.19,1.2765
M,11,0.57,0.455,0.15,0.96
M,12,0.41,0.325,0.12,0.3745
M,13,0.485,0.41,0.15,0.696
F,12,0.61,0.48,0.19,1.2955
F,13,0.59,0.485,0.205,1.2315
M,14,0.665,0.535,0.155,1.383
I,8,0.345,0.285,0.1,0.2225
M,18,0.635,0.51,0.155,1.156
M,14,0.695,0.53,0.15,1.477
F,15,0.69,0.54,0.185,1.5715
M,15,0.555,0.435,0.135,0.858
M,14,0.65,0.525,0.19,1.4995
M,15,0.635,0.48,0.19,1.467
F,14,0.655,0.51,0.16,1.092
F,19,0.69,0.555,0.205,1.8165
F,13,0.695,0.55,0.16,1.6365
M,13,0.55,0.435,0.16,0.906
F,15,0.61,0.495,0.19,1.213
M,11,0.595,0.5,0.165,1.06
M,6,0.3,0.24,0.09,0.161
F,9,0.435,0.35,0.125,0.459
I,8,0.455,0.375,0.125,0.533
M,12,0.48,0.38,0.13,0.6175
I,6,0.43,0.35,0.105,0.366
F,7,0.435,0.35,0.105,0.4195
I,5,0.3,0.23,0.075,0.15
F,12,0.575,0.48,0.15,0.8745
M,9,0.505,0.385,0.11,0.655
M,7,0.455,0.375,0.125,0.484
M,18,0.64,0.505,0.165,1.4435
F,13,0.56,0.435,0.125,0.8775
F,12,0.645,0.52,0.19,1.3105
F,14,0.595,0.485,0.145,1.2515
M,17,0.565,0.45,0.115,0.9085
F,12,0.655,0.5,0.14,1.1705
M,14,0.48,0.38,0.135,0.528
F,11,0.495,0.385,0.135,0.6625
F,10,0.4,0.335,0.115,0.4335
M,11,0.41,0.31,0.125,0.3595
F,12,0.595,0.465,0.145,1.107
F,13,0.625,0.475,0.13,0.8595
M,17,0.52,0.425,0.155,0.7735
M,11,0.465,0.36,0.125,0.4365
F,13,0.475,0.375,0.14,0.501
F,18,0.5,0.405,0.14,0.6735
M,12,0.46,0.355,0.11,0.415
M,12,0.485,0.385,0.125,0.4775
F,15,0.465,0.39,0.14,0.5555
M,12,0.525,0.415,0.16,0.6445
F,18,0.655,0.53,0.19,1.428
M,24,0.69,0.54,0.185,1.6195
M,11,0.55,0.45,0.17,0.81
F,13,0.58,0.475,0.165,1.0385
F,11,0.59,0.475,0.155,0.9715
M,11,0.565,0.44,0.155,0.868
F,13,0.665,0.57,0.185,1.522
F,14,0.62,0.51,0.175,1.1255
M,12,0.55,0.46,0.13,0.7085
F,15,0.605,0.475,0.145,1.0185
M,15,0.535,0.42,0.16,0.72
F,12,0.51,0.395,0.12,0.6175
M,9,0.53,0.405,0.13,0.738
F,11,0.495,0.375,0.15,0.597
M,13,0.575,0.455,0.185,1.156
F,14,0.63,0.5,0.16,1.22
M,14,0.59,0.45,0.12,0.7485
F,14,0.605,0.485,0.165,1.0735
M,17,0.645,0.5,0.19,1.229
F,13,0.62,0.5,0.175,1.146
M,16,0.605,0.485,0.175,1.145
F,16,0.615,0.5,0.205,1.1055
F,11,0.66,0.525,0.19,1.67
F,15,0.71,0.575,0.175,1.555
F,12,0.565,0.45,0.185,0.9285
F,16,0.57,0.435,0.14,0.8085
I,16,0.6,0.445,0.175,1.057
I,10,0.41,0.3,0.115,0.2595
F,9,0.45,0.325,0.135,0.438
M,5,0.275,0.2,0.08,0.099
I,9,0.485,0.355,0.12,0.5085
F,13,0.62,0.485,0.165,1.166
F,12,0.48,0.38,0.135,0.507
F,17,0.505,0.41,0.15,0.6345
M,11,0.4,0.31,0.11,0.314
I,11,0.45,0.355,0.115,0.4385
M,9,0.35,0.26,0.09,0.195
M,16,0.44,0.35,0.14,0.451
M,7,0.265,0.2,0.065,0.084
M,4,0.165,0.125,0.04,0.0245
F,19,0.705,0.555,0.2,1.4685
F,16,0.535,0.425,0.155,0.7765
I,11,0.49,0.385,0.14,0.5425
F,15,0.48,0.37,0.13,0.5885
F,12,0.395,0.3,0.105,0.3375
I,12,0.375,0.28,0.1,0.2565
M,10,0.345,0.265,0.09,0.163
I,12,0.55,0.415,0.135,0.8095
I,16,0.635,0.48,0.2,1.3655
I,13,0.575,0.475,0.17,0.967
F,10,0.545,0.435,0.15,0.6855
F,10,0.385,0.305,0.125,0.314
F,11,0.51,0.34,0.18,0.7005
I,13,0.44,0.34,0.125,0.4895
I,12,0.45,0.36,0.125,0.45
I,8,0.39,0.3,0.105,0.259
F,12,0.425,0.325,0.135,0.382
F,11,0.45,0.35,0.125,0.4435
I,15,0.66,0.525,0.18,1.6935
F,16,0.685,0.525,0.175,1.71
F,12,0.585,0.475,0.185,0.8575
I,17,0.54,0.435,0.145,0.97
F,12,0.49,0.39,0.135,0.59
M,14,0.43,0.33,0.095,0.34
F,13,0.455,0.365,0.11,0.385
I,13,0.495,0.38,0.145,0.515
F,12,0.48,0.38,0.145,0.59
I,14,0.47,0.4,0.16,0.51
M,11,0.415,0.32,0.1,0.3005
I,13,0.49,0.385,0.115,0.683
I,10,0.47,0.375,0.105,0.468
I,11,0.445,0.345,0.13,0.4075
F,13,0.51,0.38,0.13,0.584
F,15,0.52,0.405,0.145,0.829
I,8,0.475,0.365,0.14,0.4545
F,10,0.455,0.36,0.11,0.4385
I,10,0.435,0.34,0.11,0.407
I,6,0.39,0.3,0.1,0.3085
I,8,0.375,0.285,0.1,0.239
M,5,0.285,0.215,0.075,0.106
I,20,0.58,0.445,0.17,1.178
F,19,0.58,0.44,0.175,1.073
M,9,0.41,0.315,0.095,0.306
M,9,0.41,0.3,0.1,0.301
I,10,0.54,0.405,0.15,0.7585
M,11,0.33,0.245,0.085,0.171
I,11,0.44,0.31,0.115,0.3625
M,5,0.28,0.21,0.065,0.0905
I,17,0.59,0.465,0.195,1.0885
I,13,0.61,0.48,0.165,1.097
I,17,0.61,0.46,0.17,1.278
M,12,0.455,0.345,0.125,0.44
M,10,0.33,0.235,0.09,0.163
I,16,0.44,0.33,0.135,0.522
M,19,0.54,0.405,0.155,0.9715
F,10,0.475,0.375,0.125,0.588
F,10,0.46,0.33,0.15,0.5325
I,6,0.31,0.235,0.09,0.127
I,5,0.255,0.19,0.07,0.0815
M,8,0.335,0.255,0.075,0.1635
I,8,0.295,0.21,0.08,0.1
I,5,0.19,0.13,0.045,0.0265
M,19,0.545,0.435,0.165,0.9955
M,15,0.495,0.4,0.12,0.6605
M,14,0.5,0.375,0.13,0.721
F,7,0.305,0.225,0.07,0.1485
F,13,0.475,0.35,0.115,0.487
M,13,0.515,0.4,0.125,0.955
M,18,0.545,0.41,0.145,0.873
M,13,0.74,0.535,0.185,1.65
M,16,0.565,0.465,0.15,1.1285
M,10,0.56,0.44,0.16,1.1115
M,13,0.545,0.42,0.125,0.9745
M,19,0.645,0.515,0.185,1.4605
M,10,0.575,0.435,0.13,1.0105
M,13,0.62,0.48,0.16,1.0765
F,13,0.605,0.45,0.165,1.2225
M,18,0.605,0.475,0.16,1.616
F,12,0.475,0.375,0.15,0.559
M,9,0.365,0.285,0.085,0.2205
F,8,0.46,0.35,0.115,0.44
M,10,0.53,0.43,0.135,0.879
M,18,0.48,0.395,0.15,0.6815
M,13,0.455,0.345,0.15,0.5795
I,9,0.35,0.265,0.11,0.209
M,8,0.37,0.28,0.105,0.224
I,7,0.34,0.25,0.075,0.1765
I,8,0.35,0.28,0.075,0.196
